Date/Time,WindSpeed,Theoretical_Power_Curve,ActivePower,Wind Direction
03 05 2018 02:20,4.893538952,310.2699187,236.5399017,66.92212677
03 05 2018 02:30,5.590552807,495.4301882,394.6989136,72.05281067
03 05 2018 02:40,6.011249065,627.793113,420.5853882,75.50906372
03 05 2018 02:50,5.256235123,401.5327896,299.2807922,75.29299164
03 05 2018 03:00,5.110146999,363.5272278,263.5466003,76.81053162
03 05 2018 03:10,4.09857893,141.5216568,142.8125,81.08997345
03 05 2018 03:20,3.130280018,21.52679122,24.09174919,94.42887878
03 05 2018 03:30,3.651381969,70.78810063,82.58740997,104.7101974
03 05 2018 03:40,4.805595875,289.637937,252.405899,106.1185989
03 05 2018 03:50,3.850680113,101.114296,119.428299,103.174202
03 05 2018 04:00,4.040225983,130.5045433,171.9900055,97.04611969
03 05 2018 04:10,4.753499031,277.671641,349.2973938,94.78314972
03 05 2018 04:20,4.743320942,275.3555302,369.6953125,92.5749588
03 05 2018 04:30,5.163015842,377.0801251,451.9154968,87.80758667
03 05 2018 04:40,7.341170788,1177.281086,990.690918,79.72289276
03 05 2018 04:50,7.635410786,1328.640063,953.8527832,79.4524765
03 05 2018 05:00,6.25360918,712.9391216,645.2523193,80.36895752
03 05 2018 05:10,4.43560791,208.4930389,300.0042114,87.92449951
03 05 2018 05:20,4.36997509,194.9732978,181.726593,100.8488998
03 05 2018 05:30,4.932759762,319.6510955,0,109.2264023
03 05 2018 05:40,5.627260208,506.3645535,0,109.4772034
03 05 2018 05:50,5.341762066,424.6106443,77.2525177,99.07053375
03 05 2018 06:00,5.877137184,584.3190881,764.5319214,86.52266693
03 05 2018 06:10,4.82456398,294.0415763,390.5838013,94.13359833
03 05 2018 06:20,4.882980824,307.7636903,397.5075073,94.85801697
03 05 2018 06:30,5.188426971,383.674741,463.6859131,92.57878113
03 05 2018 06:40,5.477159977,462.4534946,455.5472107,86.53292084
03 05 2018 06:50,6.700759888,886.7876718,220.9839935,85.00360107
03 05 2018 07:00,5.835813999,570.9923615,0,94.31387329
03 05 2018 07:10,5.107927799,362.9632313,0,94.62284088
03 05 2018 07:20,5.005268097,337.2948519,0,96.75639343
03 05 2018 07:30,6.04698801,639.9541788,0,86.45922852
03 05 2018 07:40,5.739627838,540.6479602,0,87.93946838
03 05 2018 07:50,5.477519035,462.5560385,0,85.22006989
03 05 2018 08:00,6.565826893,831.981351,0,75.57082367
03 05 2018 08:10,6.250194073,711.6956273,0,68.81984711
03 05 2018 08:20,6.77495718,917.8203439,0,59.33314896
03 05 2018 08:30,5.979351997,618.0515816,0,68.90479279
03 05 2018 08:40,5.712668896,532.3097401,0,64.03247833
03 05 2018 08:50,5.688860893,525.0058177,0,62.47319031
03 05 2018 09:00,5.359965801,429.6039881,0,66.02831268
03 05 2018 09:10,4.431365967,207.6117914,0,71.18940735
03 05 2018 09:20,4.760613918,279.2948823,0,71.60749817
03 05 2018 09:30,4.720901012,270.2784079,0,76.05444336
03 05 2018 09:40,4.242845058,169.4618775,0,80.11595917
03 05 2018 09:50,4.521899223,226.6494689,0,81.7411499
03 05 2018 10:00,3.366091013,38.4367228,0,78.94484711
03 05 2018 10:10,2.996809006,0,0,84.13236237
03 05 2018 10:20,3.439152002,45.48122257,0,80.61833954
03 05 2018 10:30,3.599950075,63.99360982,7.176663876,77.18650818
03 05 2018 10:40,2.803060055,0,9.319084167,77.72582245
03 05 2018 10:50,3.212502956,26.41269512,15.52667046,76.83738708
03 05 2018 11:00,3.107326984,20.35599003,9.955459595,66.87024689
03 05 2018 11:10,2.986697912,0,0.412534088,71.79898834
03 05 2018 11:20,3.544156075,57.10146106,0,83.0785675
03 05 2018 11:30,3.584440947,62.02780789,45.58129883,76.78204346
03 05 2018 11:40,3.077645063,18.9669425,5.430397034,66.9540863
03 05 2018 11:50,2.932024002,0,4.324685097,65.96698761
03 05 2018 12:00,2.704829931,0,0,75.24511719
03 05 2018 12:10,3.924460888,113.9529831,15.34819984,77.11592865
03 05 2018 12:20,3.881644964,106.3964663,78.35630798,70.06524658
03 05 2018 12:30,3.964699984,121.3220841,94.00435638,66.88497162
03 05 2018 12:40,3.698273897,77.35167955,75.61501312,72.07672119
03 05 2018 12:50,4.020669937,126.8471511,102.6910019,64.87709045
03 05 2018 13:00,3.837555885,98.92177721,70.2249527,67.08721161
03 05 2018 13:10,4.486145973,219.0730147,160.1560974,66.14098358
03 05 2018 13:20,4.487074852,219.2688834,164.8822937,68.1696167
03 05 2018 13:30,5.29718399,412.5039968,315.8143921,68.07174683
03 05 2018 13:40,4.76623106,280.5788605,209.4725952,65.89105225
03 05 2018 13:50,4.807312012,290.0353194,204.772995,64.99117279
03 05 2018 14:00,5.648666859,512.8008043,325.0123901,65.34118652
03 05 2018 14:10,6.108109951,661.0687733,450.4996033,66.641922
03 05 2018 14:20,6.365892887,754.5241004,542.5761108,66.35134888
03 05 2018 14:30,6.73191309,899.7388663,648.8822021,66.89331055
03 05 2018 14:40,6.738725185,902.5859196,663.1826782,66.42487335
03 05 2018 14:50,6.582853794,838.7831315,654.3447266,62.16904068
03 05 2018 15:00,6.888319016,966.4962591,667.3563232,68.0861969
03 05 2018 15:10,6.555808067,827.9943436,638.8452759,70.21891022
03 05 2018 15:20,6.799065113,928.0429394,733.5532837,69.55386353
03 05 2018 15:30,6.709152222,890.2654674,728.6021118,66.2503891
03 05 2018 15:40,6.611645222,850.3589991,669.0391235,68.80489349
03 05 2018 15:50,6.223384857,701.9775013,473.2510986,76.53376007
03 05 2018 16:00,6.319349766,737.1211605,584.364624,75.58865356
03 05 2018 16:10,6.579660892,837.5051665,640.861084,76.48660278
03 05 2018 16:20,7.125440121,1073.471508,786.1580811,74.12129211
03 05 2018 16:30,7.296388149,1155.19657,828.5421753,69.5847168
03 05 2018 16:40,7.501626015,1258.833772,1029.687012,72.26328278
03 05 2018 16:50,7.353865147,1183.593892,1011.231995,69.63519287
03 05 2018 17:00,7.142810822,1081.594279,898.6248779,67.59246063
03 05 2018 17:10,7.386612892,1199.987719,1040.160034,71.19228363
03 05 2018 17:20,7.548344135,1282.941826,1082.77002,72.38137054
03 05 2018 17:30,7.583166122,1301.100138,1089.738037,72.84308624
03 05 2018 17:40,7.67754221,1351.10254,1043.805054,75.70475769
03 05 2018 17:50,7.555913925,1286.875561,1032.784058,76.42984009
03 05 2018 18:00,7.356054783,1184.68515,911.9147949,77.12677002
03 05 2018 18:10,7.169917107,1094.35028,775.5070801,77.80489349
03 05 2018 18:20,7.124185085,1072.886194,775.0657959,78.3086319
03 05 2018 18:30,6.684456825,880.0549914,630.097229,78.59210968
03 05 2018 18:40,6.812502861,933.7710303,676.7689819,77.68675232
03 05 2018 18:50,5.60183382,498.7768818,408.1824036,81.30164337
03 05 2018 19:00,3.563812017,59.47270384,79.58447266,97.7826767
03 05 2018 19:10,2.541286945,0,0.225866899,105.3048019
03 05 2018 19:20,2.816348076,0,0,97.93695068
03 05 2018 19:30,3.019170046,16.64284072,0,90.57185364
03 05 2018 19:40,2.410541058,0,0,94.60968018
03 05 2018 19:50,2.121222019,0,0,95.56165314
03 05 2018 20:00,2.887447119,0,0,86.97277069
03 05 2018 20:10,3.051496029,17.8600202,0,83.88609314
03 05 2018 20:20,3.50763011,52.85922978,0,74.37042999
03 05 2018 20:30,3.151329994,22.67462119,0,84.60836029
03 05 2018 20:40,3.331382036,35.38934947,0,92.11660004
03 05 2018 20:50,3.471462965,48.86900107,0,90.77391815
03 05 2018 21:00,3.73140502,82.20122487,9.95816803,89.31861115
03 05 2018 21:10,3.392553091,40.88953326,0,95.32689667
03 05 2018 21:20,3.0534091,17.93729374,0,89.9923172
03 05 2018 21:30,3.052474022,17.89945054,0,113.8516006
03 05 2018 21:40,3.427059889,44.25632834,0,128.1345978
03 05 2018 21:50,2.63102293,0,0,124.8877029
03 05 2018 22:00,2.621138096,0,0,92.23799133
03 05 2018 22:10,3.990505934,126.1843503,18.99887085,77.14354706
03 05 2018 22:20,3.957734108,120.0278612,36.14939117,73.83100128
03 05 2018 22:30,3.352368116,37.20884288,1.202270031,90.31286621
03 05 2018 22:40,3.691392899,76.36650397,0,101.6427994
03 05 2018 22:50,3.600116014,64.01485093,20.50035095,87.03404236
03 05 2018 23:00,3.166043997,23.51905661,2.233736992,98.49732208
03 05 2018 23:10,2.110238075,0,7.650619984,105.7917023
03 05 2018 23:20,1.688948035,0,0,105.7931976
03 05 2018 23:30,2.171773911,0,0,112.620697
03 05 2018 23:40,2.064941883,0,0,109.2537003
03 05 2018 23:50,2.701920033,0,0,109.5718002
04 05 2018 00:00,3.011483908,16.37803546,0,123.6530991
04 05 2018 00:10,3.578517914,61.28721137,0,140.2872009
04 05 2018 00:20,2.089071989,0,0,132.6632996
04 05 2018 00:30,1.551414013,0,0,107.0011978
04 05 2018 00:40,1.025050998,0,0,96.36078644
04 05 2018 00:50,2.456859112,0,0,101.7741013
04 05 2018 01:00,2.330605984,0,0,97.40299225
04 05 2018 01:10,0.802216709,0,0,173.4790955
04 05 2018 01:20,2.211991072,0,0,166.0137024
04 05 2018 01:30,2.938358068,0,0,164.3298035
04 05 2018 01:40,2.592067957,0,0,162.6495056
04 05 2018 01:50,1.742082,0,0,143.7483978
04 05 2018 02:00,1.584511042,0,0,123.177803
04 05 2018 02:10,1.840477943,0,0,105.7305984
04 05 2018 02:20,1.619441032,0,0,107.5233994
04 05 2018 02:30,2.164956093,0,0,103.2078018
04 05 2018 02:40,1.427863002,0,0,101.9728012
04 05 2018 02:50,0.775687277,0,0,112.1598969
04 05 2018 03:00,0.736168981,0,0,134.6954956
04 05 2018 03:10,0.532879889,0,0,151.884201
04 05 2018 03:20,0.867064714,0,0,200.2174072
04 05 2018 03:30,1.340823054,0,0,245.527298
04 05 2018 03:40,1.578485966,0,0,259.2997131
04 05 2018 03:50,0.623232722,0,0,205.1569977
04 05 2018 04:00,0.385577708,0,0,329.6282043
04 05 2018 04:10,0.232649207,0,0,3.483551025
04 05 2018 04:20,1.059201956,0,0,94.01554108
04 05 2018 04:30,1.605759978,0,0,70.42858887
04 05 2018 04:40,1.92681098,0,0,75.98813629
04 05 2018 04:50,2.090533018,0,0,77.32135773
04 05 2018 05:00,2.098432064,0,0,65.16840363
04 05 2018 05:10,2.434314966,0,0,48.34635162
04 05 2018 05:20,2.973511934,0,0,68.21479034
04 05 2018 05:30,3.544250011,57.11264636,0,69.04811859
04 05 2018 05:40,3.222836971,27.10328834,0,49.15103912
04 05 2018 05:50,2.885807991,0,0,54.84107971
04 05 2018 06:00,3.26431489,30.04706536,0,69.20929718
04 05 2018 06:10,3.203912973,25.85165521,0,79.56524658
04 05 2018 06:20,3.544997931,57.20175332,25.32736969,79.11440277
04 05 2018 06:30,3.670330048,73.39795134,50.2349205,73.70883179
04 05 2018 06:40,3.233535051,27.83621126,24.50651932,74.04855347
04 05 2018 06:50,3.012543917,16.41399332,0.121000297,101.2069016
04 05 2018 07:00,3.667149067,72.95580034,0,117.9172974
04 05 2018 07:10,3.044410944,17.57893676,0,127.0253983
04 05 2018 07:20,3.475389004,49.29202451,0,126.2405014
04 05 2018 07:30,3.265089989,30.10469581,0,131.3665924
04 05 2018 07:40,3.106724977,20.32641695,0,117.6891022
04 05 2018 07:50,3.493304968,51.25374228,0,104.4324036
04 05 2018 08:00,3.553186893,58.18323972,0,104.6708984
04 05 2018 08:10,3.274668932,30.8248476,0,111.5549011
04 05 2018 08:20,3.323723078,34.74286898,0,104.3203964
04 05 2018 08:30,3.984148026,124.9765237,73.74494934,93.12586975
04 05 2018 08:40,3.057215929,18.09280273,34.44208908,92.55378723
04 05 2018 08:50,2.651026011,0,13.99806976,91.78237152
04 05 2018 09:00,3.954371929,119.4059641,101.4525986,75.06645966
04 05 2018 09:10,4.239455223,168.7933779,134.5820007,74.26674652
04 05 2018 09:20,4.587337017,240.7183834,169.0390015,73.92199707
04 05 2018 09:30,3.721853971,80.78517958,102.6865997,77.89026642
04 05 2018 09:40,3.232553005,27.76816819,42.18759918,84.27600098
04 05 2018 09:50,3.25118494,29.08542803,64.28751373,79.17575836
04 05 2018 10:00,3.840562105,99.42155958,83.32186127,73.57050323
04 05 2018 10:10,2.753155947,0,31.49006081,80.9577179
04 05 2018 10:20,2.547382116,0,2.268532038,99.04210663
04 05 2018 10:30,2.775579929,0,6.435798168,85.9759903
04 05 2018 10:40,4.439602852,209.323926,0,68.71253204
04 05 2018 10:50,4.285501957,177.9253781,0,58.02138901
04 05 2018 11:00,4.099737167,141.7419376,0,62.18104935
04 05 2018 13:10,0,0,0,0
04 05 2018 13:20,7.729284763,1378.991418,0,0
04 05 2018 13:30,6.990970135,1011.929059,549.8419189,69.28462219
04 05 2018 13:40,7.229393005,1122.688678,939.9265137,68.77548981
04 05 2018 13:50,7.433119774,1223.54206,996.9638062,71.9577179
04 05 2018 14:00,7.518241882,1267.374447,1005.934021,72.1058197
04 05 2018 14:10,7.480051041,1247.641503,972.8670044,71.59964752
04 05 2018 14:20,7.522923946,1269.787796,1042.630981,69.48161316
04 05 2018 14:30,7.903889179,1475.447671,1212.329956,63.55615997
04 05 2018 14:40,8.387836456,1759.294705,1508.610962,62.61751938
04 05 2018 14:50,9.022075653,2158.231863,1718.811035,63.19607925
04 05 2018 15:00,9.206666946,2277.981309,1823.659058,62.39733124
04 05 2018 15:10,9.627368927,2537.771835,1920.418945,63.52471924
04 05 2018 15:20,9.845721245,2692.383869,2152.233887,60.31644821
04 05 2018 15:30,10.57277012,3099.781807,2417.323975,63.0634613
04 05 2018 15:40,10.72597027,3166.860062,2459.405029,62.72143936
04 05 2018 15:50,10.50994015,3070.514258,2430.294922,61.27996063
04 05 2018 16:00,10.39527988,3014.374021,2400.063965,58.20563889
04 05 2018 16:10,10.22220039,2922.698873,2335.936035,56.76961136
04 05 2018 16:20,10.13492966,2873.183862,2271.072021,56.83496094
04 05 2018 16:30,8.814919472,2025.429315,1801.333984,58.69400024
04 05 2018 16:40,7.871407986,1457.239726,1214.088989,63.55104828
04 05 2018 16:50,7.360479832,1186.892613,979.6837769,63.42599106
04 05 2018 17:00,8.228758812,1663.59129,1358.733032,68.22238922
04 05 2018 17:10,8.516921043,1838.4384,1530.381958,67.92282104
04 05 2018 17:20,8.379175186,1754.03005,1481.448975,61.83047104
04 05 2018 17:30,8.359862328,1742.31255,1513.983032,62.45484161
04 05 2018 17:40,8.406476974,1770.645224,1451.920044,68.01225281
04 05 2018 17:50,8.519013405,1839.731363,1583.030029,66.54853821
04 05 2018 18:00,8.601067543,1890.674716,1621.514038,68.40409088
04 05 2018 18:10,9.809668541,2667.965979,2040.034058,71.62036896
04 05 2018 18:20,11.02945995,3282.744501,2331.197021,73.46875763
04 05 2018 18:30,10.52902031,3079.512566,2094.378906,74.13986206
04 05 2018 18:40,10.29522038,2962.415596,2174.7771,74.28250122
04 05 2018 18:50,10.14941978,2881.561879,2060.582031,70.19779968
04 05 2018 19:00,9.842885017,2690.478503,1920.456055,70.22460175
04 05 2018 19:10,10.21889973,2920.867051,2077.063965,74.59731293
04 05 2018 19:20,10.06184959,2829.96262,1878.577026,79.56104279
04 05 2018 19:30,8.271162033,1688.891264,1187.116943,80.47196198
04 05 2018 19:40,5.967273235,614.0076305,738.1013794,79.3302536
04 05 2018 19:50,5.696938992,527.4778009,660.895874,73.29199219
04 05 2018 20:00,5.542276859,481.2442136,496.842804,83.44286346
04 05 2018 20:10,4.161724091,153.6246283,261.5407104,81.7177887
04 05 2018 20:20,3.086177111,19.35178709,83.40033722,95.41934204
04 05 2018 20:30,2.640746117,0,7.802598,98.58463287
04 05 2018 20:40,3.337266922,35.89245964,26.81580925,112.6811981
04 05 2018 20:50,4.09773016,141.3602725,113.0708008,136.4432983
04 05 2018 21:00,4.241044044,169.1066308,120.4969025,149.4738007
04 05 2018 21:10,4.167263031,154.6955088,97.2496109,164.548996
04 05 2018 21:20,4.421178818,205.4996939,140.6311035,181.2561035
04 05 2018 21:30,5.204776764,387.9457594,294.1498108,200.8760986
04 05 2018 21:40,6.0130229,628.3934834,470.8605957,214.8240051
04 05 2018 21:50,6.364267826,753.9125123,596.2545776,215.9252014
04 05 2018 22:00,5.866083145,580.7368432,422.9544067,215.3612061
04 05 2018 22:10,6.482089043,799.0026037,554.3345947,209.3742065
04 05 2018 22:20,6.122194767,665.9909659,526.1151123,213.3161926
04 05 2018 22:30,5.075389862,354.7386541,264.1671143,223.4665985
04 05 2018 22:40,3.569329977,60.14948909,26.77630997,251.1148071
04 05 2018 22:50,3.302508116,33.00115251,15.53384972,263.2770081
04 05 2018 23:00,2.955317974,0,0,255.1002045
04 05 2018 23:10,3.141047955,22.10509658,0,277.4742126
04 05 2018 23:20,3.154448986,22.8507267,0,319.3684998
04 05 2018 23:30,2.578561068,0,0,328.3362122
04 05 2018 23:40,2.244858027,0,0,314.0246887
04 05 2018 23:50,2.246016979,0,0,314.2172852
05 05 2018 00:00,2.385896921,0,0,328.7278137
05 05 2018 00:10,3.334073067,35.61872325,0,355.4219055
05 05 2018 00:20,3.248620033,28.90079474,0,23.07662964
05 05 2018 00:30,3.088485003,19.45788773,0,9.350984573
05 05 2018 00:40,2.863379002,0,0,357.9483948
05 05 2018 00:50,2.904726982,0,0,1.760787964
05 05 2018 01:00,3.311279058,33.71250205,0,12.80729961
05 05 2018 01:10,2.754746914,0,0,27.12927055
05 05 2018 01:20,3.436742067,45.23523683,0,37.08012009
05 05 2018 01:30,3.654129982,71.16304209,38.79772186,33.81277084
05 05 2018 01:40,3.424367905,43.98682243,18.71822929,23.49724007
05 05 2018 01:50,3.325071096,34.8559725,0.028733309,34.32495117
05 05 2018 02:00,2.451280117,0,0,35.3772316
05 05 2018 02:10,1.267238021,0,0,15.10112953
05 05 2018 02:20,1.169635057,0,0,23.32774925
05 05 2018 02:30,1.03698802,0,0,34.27925873
05 05 2018 02:40,1.145588994,0,0,24.40331078
05 05 2018 02:50,1.368033051,0,0,47.0069809
05 05 2018 03:00,1.717556,0,0,8.958460808
05 05 2018 03:10,1.835765958,0,0,7.69558382
05 05 2018 03:20,2.117063999,0,0,356.485199
05 05 2018 03:30,1.881137013,0,0,330.9345093
05 05 2018 03:40,1.113567948,0,0,320.5205994
05 05 2018 03:50,0.852101326,0,0,326.1288147
05 05 2018 04:00,0.808911026,0,0,0.227709204
05 05 2018 04:10,1.138733029,0,0,3.052341938
05 05 2018 04:20,2.000891924,0,0,353.5744019
05 05 2018 04:30,3.097670078,19.88859804,0,340.6756897
05 05 2018 04:40,3.35798502,37.70778258,0,337.6885986
05 05 2018 04:50,2.842045069,0,0,341.6000977
05 05 2018 05:00,3.202527046,25.76224183,0,342.6455994
05 05 2018 05:10,3.248842955,28.91679983,0,350.6507874
05 05 2018 05:20,2.104810953,0,0,359.8851013
05 05 2018 05:30,2.205302954,0,0,10.31774044
05 05 2018 05:40,1.61124301,0,0,13.09269047
05 05 2018 05:50,0.701138794,0,0,20.23335075
05 05 2018 06:00,0.593614399,0,0,24.06125069
05 05 2018 06:10,0.643269181,0,0,24.26441956
05 05 2018 06:20,0.740590513,0,0,21.79068947
05 05 2018 06:30,0.694886804,0,0,22.29478073
05 05 2018 06:40,0.630818903,0,0,17.36601067
05 05 2018 06:50,0.447742999,0,0,6.348920822
05 05 2018 07:00,1.030459046,0,0,301.3434143
05 05 2018 07:10,1.003522992,0,0,300.3797913
05 05 2018 07:20,1.267807007,0,0,286.4288025
05 05 2018 07:30,1.319666028,0,0,273.7557983
05 05 2018 07:40,1.343412995,0,0,239.822403
05 05 2018 07:50,2.119673967,0,0,236.6860046
05 05 2018 08:00,1.549829006,0,0,250.4736023
05 05 2018 08:10,0.678627789,0,0,219.059906
05 05 2018 08:20,1.099601984,0,0,267.3782959
05 05 2018 08:30,0.830104411,0,0,276.056488
05 05 2018 08:40,0.634296894,0,0,284.5141907
05 05 2018 08:50,0.625446677,0,0,322.6752014
05 05 2018 09:00,0.705860913,0,0,88.52632904
05 05 2018 09:10,1.164510012,0,0,52.38169861
05 05 2018 09:20,1.658175945,0,0,74.56826019
05 05 2018 09:30,1.87352705,0,0,77.18229675
05 05 2018 09:40,1.677204967,0,0,82.76397705
05 05 2018 09:50,0.734820426,0,0,87.24434662
05 05 2018 10:00,1.211923957,0,0,96.55525208
05 05 2018 10:10,1.430135965,0,0,57.97861099
05 05 2018 10:20,1.410143971,0,0,61.83885956
05 05 2018 10:30,1.110836029,0,0,94.53678894
05 05 2018 10:40,0.70004499,0,0,86.0901413
05 05 2018 10:50,0.446022302,0,0,48.31147003
05 05 2018 11:00,0.720532119,0,0,64.5328598
05 05 2018 11:10,1.004745007,0,0,81.82196045
05 05 2018 11:20,0.575635672,0,0,96.29019928
05 05 2018 11:30,1.07922101,0,0,69.96391296
05 05 2018 11:40,1.555449963,0,0,96.56049347
05 05 2018 11:50,1.186794996,0,0,94.32302856
05 05 2018 12:00,1.063115001,0,0,70.33482361
05 05 2018 12:10,3.295974016,32.47921798,0,58.73099136
05 05 2018 12:20,3.412581921,42.82052876,0,53.15710068
05 05 2018 12:30,3.023597956,16.79968366,0,65.58184052
05 05 2018 12:40,2.892216921,0,0,54.32976913
05 05 2018 12:50,4.030818939,128.743081,40.3057518,46.82614136
05 05 2018 13:00,4.584313869,240.0625609,177.8907928,53.14767838
05 05 2018 13:10,5.422997952,447.1192106,317.7359009,54.37104034
05 05 2018 13:20,5.711952209,532.0890566,388.8331909,54.37918854
05 05 2018 13:30,5.875929832,583.9272079,439.6170959,51.96820831
05 05 2018 13:40,6.199604034,693.4216977,546.3809204,52.72718048
05 05 2018 13:50,6.233644962,705.6875898,542.4309082,52.08924866
05 05 2018 14:00,6.332623959,742.0605764,631.7081909,56.72562027
05 05 2018 14:10,7.448967934,1231.642749,962.8883057,59.41381836
05 05 2018 14:20,7.852594852,1446.747681,1099.790039,56.09981155
05 05 2018 14:30,7.917681217,1483.214334,1251.496948,51.60340118
05 05 2018 14:40,7.111692905,1067.071567,900.2922974,54.30876923
05 05 2018 14:50,5.936398983,603.7417646,481.6805115,59.37944031
05 05 2018 15:00,6.891032219,967.6803247,687.5839233,58.99058914
05 05 2018 15:10,7.912192822,1480.121173,1020.492004,52.21033859
05 05 2018 15:20,8.056724548,1562.645965,1061.322998,53.69519043
05 05 2018 15:30,8.11307621,1595.400412,1235.724976,47.56866074
05 05 2018 15:40,7.755311012,1393.142725,1087.459961,43.21931839
05 05 2018 15:50,7.153390884,1086.56142,871.366272,45.99504852
05 05 2018 16:00,7.190965176,1104.323783,931.4102173,42.51211929
05 05 2018 16:10,6.996591091,1014.454972,841.4785156,43.13158035
05 05 2018 16:20,7.640934944,1331.57251,988.3001709,45.42580032
05 05 2018 16:30,8.289016724,1699.591197,1187.843018,48.93360901
05 05 2018 16:40,8.068995476,1569.751701,1049.281006,54.3158989
05 05 2018 16:50,8.520277023,1840.512358,1317.307983,56.4260788
05 05 2018 17:00,8.672896385,1935.633072,1358.147949,62.26063156
05 05 2018 17:10,8.217974663,1657.182339,1262.136963,70.29473877
05 05 2018 17:20,7.64579916,1334.157842,1083.353027,74.08778381
05 05 2018 17:30,7.802223206,1418.854348,1014.666992,74.4957962
05 05 2018 17:40,7.032858849,1030.84947,873.8071289,79.82940674
05 05 2018 17:50,5.68969202,525.2598558,469.949585,84.34825134
05 05 2018 18:00,5.337123871,423.3429854,453.6217957,82.56286621
05 05 2018 18:10,4.829486847,295.1886005,361.134613,88.88825989
05 05 2018 18:20,5.144378185,372.2767076,380.4934082,104.7192993
05 05 2018 18:30,5.135799885,370.0752763,376.5675049,109.2152023
05 05 2018 18:40,6.066119194,646.520138,319.8688049,119.7389984
05 05 2018 18:50,6.093729973,656.0652992,0,115.9797974
05 05 2018 19:00,4.171764851,155.5669909,95.69139099,103.2587967
05 05 2018 19:10,3.665086985,72.67003928,71.06655121,110.5307999
05 05 2018 19:20,4.676476002,260.3173447,215.6802979,112.5400009
05 05 2018 19:30,5.928208828,601.0354816,484.4385071,126.5814972
05 05 2018 19:40,7.570913792,1294.692817,1114.491943,143.3668976
05 05 2018 19:50,9.423903465,2420.046878,2002.35498,159.9597931
05 05 2018 20:00,9.900951385,2728.962478,2229.079102,168.4653015
05 05 2018 20:10,9.572035789,2495.968503,2036.796021,172.9355927
05 05 2018 20:20,9.064243317,2185.485833,1969.744995,186.5178986
05 05 2018 20:30,11.16090965,3326.344158,2562.687012,194.0323944
05 05 2018 20:40,10.08030033,2841.028267,2167.897949,192.385498
05 05 2018 20:50,8.571430206,1872.221607,1569.031006,196.8350067
05 05 2018 21:00,7.16794014,1093.41659,874.4011841,204.2664948
05 05 2018 21:10,6.728168011,898.1759569,703.6273804,205.6851959
05 05 2018 21:20,6.203020096,694.6469903,501.72229,214.0009003
05 05 2018 21:30,5.06487608,352.098897,206.2154999,214.6325073
05 05 2018 21:40,3.874130964,105.1005863,54.41556168,207.6988068
05 05 2018 21:50,2.448081017,0,0,207.9087067
05 05 2018 22:00,2.335798025,0,0,219.1477966
05 05 2018 22:10,2.928658009,0,0,213.5834961
05 05 2018 22:20,3.265060902,30.10253138,0,184.9465942
05 05 2018 22:30,3.37826705,39.55142247,0,170.5193024
05 05 2018 22:40,3.383333921,40.02227711,0,164.7268982
05 05 2018 22:50,2.59480691,0,0,181.4548035
05 05 2018 23:00,2.744570017,0,0,180.4219055
05 05 2018 23:10,3.260185957,29.7416892,0,183.4028931
05 05 2018 23:20,4.099792004,141.7523683,53.89736938,172.1652985
05 05 2018 23:30,5.260039806,402.5461743,284.6435852,180.3636932
05 05 2018 23:40,5.163981915,377.3298747,270.6711121,186.2810974
05 05 2018 23:50,4.452690125,212.0523813,146.4355011,186.6696014
06 05 2018 00:00,3.880985975,106.2824543,58.16165924,196.5003052
06 05 2018 00:10,3.439121962,45.47815054,23.83427048,202.0005951
06 05 2018 00:20,5.56264782,487.203515,290.1633911,189.0290985
06 05 2018 00:30,5.337514877,423.4497787,312.1099854,186.8099976
06 05 2018 00:40,6.177405834,685.4899748,521.6370239,176.8955994
06 05 2018 00:50,5.940899849,605.2320166,478.90979,170.7904053
06 05 2018 01:00,6.400547028,767.6345692,599.2105713,155.8574982
06 05 2018 01:10,6.585505009,839.8451592,678.371582,157.3175049
06 05 2018 01:20,6.980666161,1007.309101,941.8521118,178.2588043
06 05 2018 01:30,8.163379669,1624.899259,1661.151001,198.7277985
06 05 2018 01:40,9.798218727,2660.120943,2349.48291,205.3482056
06 05 2018 01:50,8.221197128,1659.096336,1471.948975,200.6652069
06 05 2018 02:00,7.970253944,1513.00861,1265.047974,194.8932037
06 05 2018 02:10,7.876759052,1460.231279,1254.819946,188.7330933
06 05 2018 02:20,7.210995197,1113.87095,929.1633301,196.5088043
06 05 2018 02:30,6.41626215,773.6231687,671.5571289,196.604599
06 05 2018 02:40,6.153206825,676.9034297,565.3076782,196.0126953
06 05 2018 02:50,6.063104153,645.4827582,498.0205994,197.5393066
06 05 2018 03:00,5.823489189,567.0516816,481.4713135,193.7893066
06 05 2018 03:10,6.055337906,642.8151131,440.7438965,183.6148071
06 05 2018 03:20,5.917039871,597.3563341,400.0739136,174.2207031
06 05 2018 03:30,3.548099995,57.57228816,60.53905869,170.3717041
06 05 2018 03:40,2.218087912,0,2.09700489,176.125
06 05 2018 03:50,1.877280951,0,0,178.6100006
06 05 2018 04:00,2.262912989,0,0,182.6903992
06 05 2018 04:10,2.340879917,0,0,205.8314056
06 05 2018 04:20,1.738896966,0,0,207.9790039
06 05 2018 04:30,1.632277966,0,0,183.1990967
06 05 2018 04:40,2.110385895,0,0,192.5252991
06 05 2018 04:50,2.249875069,0,0,157.2308044
06 05 2018 05:00,2.630908012,0,0,138.8491058
06 05 2018 05:10,3.382349968,39.93051881,0,169.5213928
